PROJECT,StartDate,EndDate,Duration__in_seconds_,RecordedDate,UserLanguage,DEMOGR_1,DEMOGR_2,DEMOGR_3,DEMOGR_4,WK_1,WK_2,WK_3,WK_4,EM_P1,EM_P2,EM_P3,EM_P4,EM_I1,EM_I2,EM_I3,EM_I4,GENERAL_1,GENERAL_2,GENERAL_3,GENERAL_4,GENERAL_1_kind,GENERAL_2_kind,GENERAL_3_kind,GENERAL_4_kind
5,5/22/2022 4:55:03,5/22/2022 5:04:54,590,5/22/2022 5:04:54,NL,11,2, , ,4,5,4,4,9,10,10,10,10,8,8,10,4,5,4,5, , , , 
5,5/22/2022 6:00:09,5/22/2022 6:10:15,606,5/22/2022 6:10:17,NL,11,1, , ,4,4,5,3,10,6,8,10,10,10,6,8,5,3,3,4, , , , 
5,5/22/2022 6:27:21,5/22/2022 6:41:56,874,5/22/2022 6:41:57,NL,11,1, , ,5,5,5,5,10,10,10,10,10,10,10,10,4,5,1,5, , , , 
5,5/22/2022 7:07:46,5/22/2022 7:14:37,410,5/22/2022 7:14:39,NL,11,1, , ,4,4,4,5,7,7,8,8,7,7,6,7,4,4,2,4, , , , 
5,5/22/2022 7:15:35,5/22/2022 7:31:12,936,5/22/2022 7:31:14,NL,11,2, , ,4,4,4,4,10,10,10,10,10,10,6,10,4,4,4,4, , , , 
5,5/22/2022 5:09:25,5/22/2022 5:17:57,511,5/22/2022 5:17:58,NL,10,1, , ,4,4,3,3,8,7,8,8,6,7,7,8,4,4,4,4, , , , 
5,5/22/2022 5:49:43,5/22/2022 6:01:11,688,5/22/2022 6:01:12,NL,10,1, , ,3,3,4,4,8,6,5,9,6,6,6,8,4,3,4,3, , , , 
5,5/22/2022 6:16:15,5/22/2022 6:23:14,419,5/22/2022 6:23:14,NL,10,1, , ,4,3,2,4,7,6,7,9,7,7,5,6,3,3,4,4, , , , 
5,5/22/2022 6:18:10,5/22/2022 6:27:00,529,5/22/2022 6:27:00,NL,10,2, , ,4,5,4,5,9,8,10,9,7,8,7,8,4,4,2,5, , , , 
5,5/22/2022 6:42:37,5/22/2022 6:56:43,845,5/22/2022 6:56:43,NL,10,2, , ,3,4,4,4,10,10,10,10,10,10,10,10,3,4,4,4, , , , 
5,5/22/2022 6:47:48,5/22/2022 7:05:28,1060,5/22/2022 7:05:30,NL,10,2, , ,3,5,4,3,10,10,10,9,10,9,7,10,4,5,3,5, , , , 
5,5/22/2022 5:27:34,5/22/2022 7:16:25,6530,5/22/2022 7:16:25,NL,10,2, , ,3,4,3,3,10,10,9,10,10,6,1,6,4,3,3,4, , , , 
5,5/22/2022 7:16:37,5/22/2022 7:23:29,412,5/22/2022 7:23:30,NL,10,2, , ,3,3,2,4,6,5,5,6,6,6,4,6,4,4,4,3, , , , 
5,5/22/2022 7:32:43,5/22/2022 7:42:37,594,5/22/2022 7:42:37,NL,10,2, , ,5,4,4,3,9,10,10,10,9,8,9,9,4,4,4,4, , , , 
5,5/22/2022 4:24:04,5/22/2022 4:30:59,414,5/22/2022 4:31:00,NL,9,1, , ,5,5,4,4,10,10,10,10,10,10,10,10,5,5,5,5, , , , 
5,5/22/2022 4:29:49,5/22/2022 4:44:03,853,5/22/2022 4:44:03,NL,9,1, , ,4,4,2,2,10,10,8,10,9,10,7,10,2,4,4,4, , , , 
5,5/22/2022 5:34:35,5/22/2022 5:45:58,682,5/22/2022 5:45:58,NL,9,1, , ,4,4,4,5,8,10,9,10,9,8,2,9,4,5,3,4, , , , 
5,5/22/2022 6:23:04,5/22/2022 6:33:44,639,5/22/2022 6:33:44,NL,9,2, , ,5,4,3,4,8,8,7,8,8,7,9,7,4,5,3,5, , , , 
5,5/22/2022 6:39:48,5/22/2022 6:47:42,473,5/22/2022 6:47:42,NL,9,2, , ,5,5,5,5,10,8,10,10,8,7,7,10,4,5,2,5, , , , 
5,5/22/2022 6:57:11,5/22/2022 7:05:33,502,5/22/2022 7:05:33,NL,9,2, , ,3,5,4,3,10,10,10,10,10,10,10,10,4,5,5,5, , , , 
5,5/22/2022 6:56:53,5/22/2022 7:13:35,1001,5/22/2022 7:13:36,NL,9,2, , ,3,5,5,5,9,7,8,10,8,9,6,8,5,4,4,4, , , , 
5,5/22/2022 7:23:37,5/22/2022 7:32:20,523,5/22/2022 7:32:22,NL,9,2, , ,4,4,4,5,7,7,10,9,8,10,10,9,4,5,1,5, , , , 
5,5/22/2022 7:36:38,5/22/2022 7:42:14,335,5/22/2022 7:42:15,NL,9,1, , ,4,4,4,4,10,10,10,10,10,10,10,10,4,4,4,4, , , , 
5,5/22/2022 7:43:20,5/22/2022 7:57:24,843,5/22/2022 7:57:26,NL,9,1, , ,1,2,3,4,10,6,10,10,6,7,5,10,2,4,3,2, , , , 
5,5/20/2022 6:46:45,5/22/2022 4:18:36,163911,5/22/2022 4:18:36,NL,8,1, , ,4,5,5,5,10,10,10,10,10,10,10,9,2,5,3,5, , , , 
5,5/22/2022 5:19:23,5/22/2022 5:26:56,453,5/22/2022 5:26:58,NL,8,2, , ,3,3,4,5,10,9,10,10,10,9,10,7,4,2,3,5, , , , 
5,5/22/2022 5:33:25,5/22/2022 5:44:29,663,5/22/2022 5:44:29,NL,8,1, , ,4,4,5,4,10,10,10,10,6,10,7,10,3,5,5,5, , , , 
5,5/22/2022 5:59:26,5/22/2022 6:10:29,662,5/22/2022 6:10:31,NL,8,2, , ,3,4,2,5,10,6,10,8,8,10,6,10,4,5,4,3, , , , 
5,5/22/2022 6:20:44,5/22/2022 6:22:54,129,5/22/2022 6:22:54,NL,8,1, , ,5,4,3,5,9,8,9,8,6,6,6,6,4,4,5,3, , , , 
5,5/22/2022 6:23:38,5/22/2022 6:38:26,888,5/22/2022 6:38:28,NL,8,2, , ,3,4,4,5,10,10,10,10,10,10,7,10,3,5,3,3, , , , 
5,5/22/2022 6:33:53,5/22/2022 6:42:29,515,5/22/2022 6:42:35,NL,8,2, , ,3,4,4,5,8,7,10,10,7,9,6,10,4,5,4,4, , , , 
5,5/22/2022 5:20:28,5/22/2022 5:24:47,259,5/22/2022 5:24:47,NL,7,1, , ,4,4,5,5,8,8,9,10,8,9,10,10,4,4,2,5, , , , 
5,5/22/2022 5:46:23,5/22/2022 5:59:57,813,5/22/2022 5:59:57,NL,7,2, , ,5,4,5,5,10,10,10,10,10,10,10,10,5,5,5,5, , , , 
5,5/22/2022 6:39:04,5/22/2022 6:46:11,426,5/22/2022 6:46:11,NL,7,1, , ,4,4,4,3,10,10,10,10,5,10,2,10,4,4,2,4, , , , 
5,5/20/2022 6:44:33,5/22/2022 4:21:41,164227,5/22/2022 4:21:42,NL,6,2, , ,3,5,4,4,10,9,10,10,7,9,10,8,5,4,4,5, , , , 
5,5/20/2022 6:47:58,5/22/2022 4:29:46,164507,5/22/2022 4:29:46,NL,6,2, , ,3,3,4,5,10,10,10,10,10,5,10,10,5,4,2,5, , , , 
5,5/22/2022 4:20:53,5/22/2022 4:36:54,960,5/22/2022 4:36:56,NL,6,2, , ,2,5,5,5,10,10,10,10,10,6,10,10,4,4,2,4, , , , 
5,5/22/2022 5:27:44,5/22/2022 5:37:02,557,5/22/2022 5:37:04,NL,6,1, , ,5,5,5,4,9,9,9,9,8,8,8,8,4,3,4,4, , , , 
5,5/20/2022 6:43:46,5/22/2022 5:45:54,169327,5/22/2022 5:45:55,NL,6,1, , ,5,4,5,4,7,6,10,10,7,8,5,8,3,4,3,5, , , , 
5,5/22/2022 5:44:56,5/22/2022 5:46:31,95,5/22/2022 5:46:33,NL,6,2, , ,4,4,4,4,8,8,10,9,8,10,1,9,5,4,4,5, , , , 
5,5/22/2022 6:47:07,5/22/2022 6:56:34,566,5/22/2022 6:56:35,NL,6,1, , ,3,4,5,5,9,8,10,9,9,9,10,10,5,4,3,4, , , , 
5,5/22/2022 7:54:28,5/22/2022 8:00:34,365,5/22/2022 8:00:34,NL,6,2, , ,5,5,4,5,10,10,10,10,10,10,10,10,5,5,5,4, , , , 
5,5/22/2022 7:55:28,5/22/2022 8:00:59,330,5/22/2022 8:01:00,NL,6,2, , ,5,5,5,5,9,9,9,9,9,9,9,9,5,5,5,5, , , , 
5,5/22/2022 4:11:33,5/22/2022 4:24:59,806,5/22/2022 4:24:59,NL,5,1, , ,3,5,5,5,8,7,9,5,6,8,8,9,3,4,3,4, , , , 
5,5/22/2022 8:00:49,5/22/2022 8:05:41,291,5/22/2022 8:05:42,NL,5,1, , ,5,5,5,5,10,10,10,10,10,10,10,10,5,2,3,5, , , , 
5,5/22/2022 5:18:02,5/22/2022 5:27:26,564,5/22/2022 5:27:26,NL,4,2, , ,3,4,1,5,8,8,9,9,7,9,9,8,4,4,3,4, , , , 
5,5/22/2022 5:07:09,5/22/2022 5:27:38,1229,5/22/2022 5:27:38,NL,4,2, , ,5,5,5,5,10,10,10,7,7,10,1,10,5,5,5,5, , , , 
5,5/22/2022 4:25:16,5/22/2022 4:27:31,135,5/22/2022 4:27:33,NL,3,2, , ,4,4,3,4,9,8,8,9,9,8,9,8,4,4,4,4, , , , 
5,5/22/2022 5:37:09,5/22/2022 5:43:43,393,5/22/2022 5:43:43,NL,3,2, , ,4,4,4,4,9,9,9,9,8,9,9,9,4,4,4,4, , , , 
5,5/22/2022 7:42:43,5/22/2022 7:46:32,228,5/22/2022 7:46:32,NL, ,1, , ,4,5,5,5,1,4,8,1,8,7,3,7,2,5,1,5, , , , 
6,5/23/2022 9:15:05,5/23/2022 9:43:36,1710,5/23/2022 9:43:38,NL,44,2,5,2518,4,5,4,5,10,10,10,10,10,10,10,10,5,5,5,5,1,1,1,5
6,5/24/2022 6:27:25,5/24/2022 6:30:04,159,5/24/2022 6:30:04,NL,31,2,7,2408,2,4,3,4,7,6,6,7,7,6,5,7,3,2,1,5,3,2,6,5
6,5/24/2022 6:33:23,5/24/2022 6:37:46,263,5/24/2022 6:37:47,NL,71,1,7,2331,4,4,4,5,8,8,7,9,8,9,8,8,3,4,3,4,4,4,3,4
6,5/24/2022 6:35:45,5/24/2022 6:38:41,175,5/24/2022 6:38:42,NL,21,2,8,3028,5,5,4,4,8,7,7,7,5,6,6,6,1,2,1,3,5,5,3,5
6,5/24/2022 6:41:46,5/24/2022 6:47:10,323,5/24/2022 6:47:11,NL,50,1,7,3072,4,4,4,3,9,9,9,9,9,10,9,9,3,4,3,5,5,5,5,5
6,5/24/2022 6:46:07,5/24/2022 6:49:59,231,5/24/2022 6:49:59,NL,32,2,5,2403,5,5,5,5,8,6,8,9,8,9,7,9,3,5,1,5,5,4,4,5
6,5/24/2022 7:00:06,5/24/2022 7:04:18,252,5/24/2022 7:04:20,NL,69,1,7,2162,4,4,4,4,8,8,8,8,8,8,8,8,4,4,2,5, , , , 
6,5/24/2022 7:02:41,5/24/2022 7:06:46,244,5/24/2022 7:06:46,NL,31,1,7,2163,4,4,4,3,10,10,10,10,10,10,10,10,2,1,1,5,4,4,4,5
6,5/24/2022 7:03:09,5/24/2022 7:07:02,233,5/24/2022 7:07:04,NL,45,2,7,2353,4,5,5,4,10,10,10,10,10,10,7,10,4,5,3,5,5,5,3,5
6,5/24/2022 7:04:49,5/24/2022 7:08:41,231,5/24/2022 7:08:41,NL,26,1,9,2592,5,5,5,5,10,8,9,10,8,10,9,10,4,4,3,5, , , , 
6,5/24/2022 7:41:57,5/24/2022 7:45:55,237,5/24/2022 7:45:57,NL,39,1,9,2402,3,3,3,3,8,8,8,9,8,8,8,9,4,4,4,5,5,5,5,5
6,5/24/2022 7:42:10,5/24/2022 7:46:03,233,5/24/2022 7:46:04,NL,40,2,7,2342,5,5,4,5,10,10,10,10,10,10,10,10,5,5,5,5,5,5,5,5
6,5/24/2022 7:38:37,5/24/2022 7:46:18,461,5/24/2022 7:46:20,NL,69,1,7,2331,5,5,5,5,10,10,10,10,7,10,10,10,3,3,1,5,5,5,3,5
6,5/24/2022 6:59:21,5/24/2022 7:48:37,2955,5/24/2022 7:48:37,NL,51,1,9,2592,4,5,5,5,9,8,9,10,8,7,9,10,4,4,2,5,5,5,4,5
6,5/24/2022 7:54:15,5/24/2022 7:59:00,285,5/24/2022 7:59:02,NL,20,1,8,2333,4,4,5,3,3,3,5,3,3,3,3,5,4,4,3,3, , , , 
6,5/24/2022 8:32:32,5/24/2022 8:49:30,1018,5/24/2022 8:49:32,NL,39,2,7,1391,4,4,5,5,10,10,9,10,8,8,9,10,4,4,1,5,5,5,3,5
6,5/24/2022 9:02:15,5/24/2022 9:06:04,229,5/24/2022 9:06:07,NL,44,1,5,2332,3,3,4,2,8,8,7,7,8,8,8,8,4,4,4,5,5,4,4,5
6,5/24/2022 9:02:32,5/24/2022 9:11:58,565,5/24/2022 9:12:00,NL,22,2,7,2728,5,5,5,5,8,8,6,3,2,4,4,4,3,3,3,1,3,3,2,1
6,5/24/2022 9:12:37,5/24/2022 9:15:18,161,5/24/2022 9:15:20,NL,51,1,7,2906,4,4,4,4,9,9,10,10,9,9,9,9,4,4,1,5,5,4,1,5
6,5/24/2022 10:09:55,5/24/2022 10:12:57,181,5/24/2022 10:12:57,NL,41,2,7,2408,4,4,3,5,8,8,6,8,7,7,7,8,4,3,3,5,4,4,4,5
6,5/24/2022 10:19:55,5/24/2022 10:21:19,83,5/24/2022 10:21:19,NL,26,2,5,2382,3,4,4,2,8,8,8,8,8,10,9,9,4,4,3,3, , , , 
6,5/24/2022 10:42:23,5/24/2022 10:45:13,170,5/24/2022 10:45:14,NL,36,3,7,2382,3,4,4,5,8,7,7,6,7,6,7,6,2,2,1,5,5,2,3,5
6,5/24/2022 11:11:04,5/24/2022 11:16:33,328,5/24/2022 11:16:33,NL,36,2,5,3068,2,3,4,3,7,7,8,9,7,7,6,8,3,3,3,5,4,3,3,5
6,5/24/2022 11:50:50,5/24/2022 11:53:10,140,5/24/2022 11:53:12,NL,42,2,5,2661,4,5,4,4,8,8,8,8,8,8,8,8,4,4,2,5,4,4,4,5
6,5/24/2022 11:50:31,5/24/2022 11:55:02,270,5/24/2022 11:55:02,NL,55,2,9,2241,2,3,4,2,8,9,8,9,7,8,5,8,4,4,3,4, , , , 
6,5/24/2022 11:50:05,5/24/2022 11:56:54,408,5/24/2022 11:56:54,NL,44,2,7,3062,5,5,5,2,10,10,10,10,10,10,10,10,3,5,3,5,5,5,5,5
6,5/24/2022 12:00:45,5/24/2022 12:03:53,188,5/24/2022 12:03:54,NL,47,2,7,2314,5,5,5,5,8,8,8,8,7,7,7,7,5,4,3,5,4,4,4,5
6,5/24/2022 12:02:12,5/24/2022 12:06:33,260,5/24/2022 12:06:34,NL,23,2,7,3584,3,5,4,3,10,8,7,9,7,7,8,10,2,4,1,4, , , , 
6,5/24/2022 12:32:41,5/24/2022 12:40:22,460,5/24/2022 12:40:22,NL,50,2,7,2352,3,4,4,3,7,7,7,7,7,7,6,7,4,3,2,5,4,4,3,5
6,5/24/2022 13:06:54,5/24/2022 13:10:38,223,5/24/2022 13:10:39,NL,50,1,7,2171,5,5,5,5,8,10,7,8,7,7,6,8,3,4,2,5,3,2,4,3
6,5/24/2022 13:20:42,5/24/2022 13:33:31,768,5/24/2022 13:33:32,NL,77,1,5,2343,3,4,5,4,8,8,8,8,8,8,8,8,4,4,4,5,4,4,4,5
6,5/24/2022 13:48:27,5/24/2022 13:52:47,260,5/24/2022 13:52:49,NL,56,1,7,2132,4,4,5,3,8,8,8,8,8,7,6,9,3,3,3,5,4,4,4,5
6,5/24/2022 13:42:43,5/24/2022 14:01:40,1137,5/24/2022 14:01:42,NL,39,2,7,1432,3,5,5,4,8,7,8,8,6,7,4,9,4,3,1,5,3,4,6,5
6,5/24/2022 14:01:30,5/24/2022 14:06:17,287,5/24/2022 14:06:18,NL,51,2,5,4205,3,4,4,4,8,8,8,8,7,7,7,8,2,3,3,4, , , , 
6,5/24/2022 14:00:47,5/24/2022 14:06:34,347,5/24/2022 14:06:35,NL,44,1,7,2555,4,5,5,4,9,9,8,9,8,7,8,9,2,4,2,5,4,4,2,5
6,5/24/2022 14:40:00,5/24/2022 14:43:56,235,5/24/2022 14:43:58,NL,46,2,5,2321,3,5,4,4,8,8,8,10,8,8,8,8,3,5,2,5,5,5,5,5
6,5/24/2022 17:00:51,5/24/2022 17:05:28,277,5/24/2022 17:05:29,NL,38,2,5,2202,3,4,5,4,10,6,8,10,7,10,10,10,5,5,1,5,5,5,5,5
6,5/24/2022 21:41:49,5/24/2022 21:48:04,374,5/24/2022 21:48:05,NL,44,1,7,2341,2,4,5,2,10,7,6,10,8,8,6,9,5,4,4,5,5,4,5,5
6,5/25/2022 0:03:35,5/25/2022 0:09:20,344,5/25/2022 0:09:22,NL,28,1,7,2333,4,5,5,5,9,8,10,10,8,10,10,9,4,5,3,5,6,4,6,5
6,5/25/2022 0:17:50,5/25/2022 0:40:48,1377,5/25/2022 0:40:50,NL,25,2,5,2343,4,5,5,4,8,9,7,10,6,9,8,10,5,3,2,5, , , , 
6,5/25/2022 1:20:53,5/25/2022 1:28:39,465,5/25/2022 1:28:39,NL,24,1,9,2318,4,4,5,5,9,8,9,10,9,9,10,10,5,5,1,5,4,5,5,5
6,5/25/2022 1:43:15,5/25/2022 1:59:08,952,5/25/2022 1:59:10,NL,35,2,5,2341,4,5,5,5,10,8,8,10,7,10,8,10,4,4,2,5,5,4,4,5
6,5/25/2022 6:28:51,5/25/2022 6:49:31,1240,5/25/2022 6:49:33,NL,39,1,5,2342,4,5,5,4,9,10,8,10,7,9,7,8,1,2,1,5,4,5,6,5
6,5/25/2022 9:48:12,5/25/2022 9:56:14,481,5/25/2022 9:56:15,NL,23,2,7,2201,5,5,4,5,7,7,6,8,7,8,7,8,1,2,1,5, , , , 
6,5/24/2022 23:45:05,5/25/2022 12:01:58,44212,5/25/2022 12:01:59,NL,36,2,7,2215,4,4,5,5,9,8,9,9,8,8,7,8,4,4,2,5,5,4,3,5
6,5/25/2022 13:31:21,5/25/2022 13:46:36,914,5/25/2022 13:46:36,NL,41,1,7,2492,4,5,4,5,10,10,10,10,10,8,6,10,3,4,3,5,3,4,3,5
6,5/26/2022 6:26:29,5/26/2022 6:29:45,196,5/26/2022 6:29:47,NL,59,1,7,2587,4,5,4,4,8,8,8,9,7,8,7,9,3,3,1,4,4,4,4,5
6,5/26/2022 12:16:18,5/26/2022 12:20:02,223,5/26/2022 12:20:03,NL,32,1,7,2391,4,5,5,4,9,9,8,8,9,10,8,10,5,4,3,5,4,4,6,5
6,5/26/2022 12:21:41,5/26/2022 12:27:14,333,5/26/2022 12:27:15,NL,76,1,7,2313,4,5,5,4,7,7,8,6,6,7,6,7,4,3,3,4,4,4,4,4
6,5/27/2022 1:22:29,5/27/2022 1:27:24,294,5/27/2022 1:27:24,NL,17,1,10,3135,4,5,5,5,9,7,8,9,8,7,8,9,4,4,2,5, , , , 
6,5/27/2022 3:52:17,5/27/2022 3:55:41,204,5/27/2022 3:55:43,NL,47,1,7,2171,3,5,5,4,9,7,8,9,8,8,8,8,4,3,1,5,5,3,5,5
6,5/27/2022 11:41:03,5/27/2022 11:46:04,301,5/27/2022 11:46:06,NL,56,1,7,5045,5,5,5,3,9,9,9,10,8,8,7,9,1,3,1,5,4,3,6,5
6,5/29/2022 7:49:40,5/29/2022 7:53:07,206,5/29/2022 7:53:07,NL,39,1,8,0,3,5,4,4,7,7,7,8,6,6,5,7,3,4,3,4,4,4,4,4
7,4/26/2022 6:14:50,4/26/2022 6:21:15,385,4/26/2022 6:21:16,NL,72,2,7,1336,5,5,5,4,7,9,8,8,9,8,9,7,4,4,4,4, , , , 
7,4/26/2022 6:33:11,4/26/2022 6:40:49,458,4/26/2022 6:40:49,NL,65,2,8,7234,4,4,5,4,3,5,5,1,1,6,7,5,3,3,3,3, , , , 
7,4/26/2022 6:37:43,4/26/2022 6:52:42,898,4/26/2022 6:52:42,NL,71,1,7,1541,5,5,3,4,7,8,8,8,8,6,6,5,4,5,5,5, , , , 
7,4/26/2022 6:47:11,4/26/2022 6:54:48,456,4/26/2022 6:54:48,NL,49,3,4,1054,5,5,5,5,7,8,8,8,7,6,8,7,5,4,4,2, , , , 
7,4/26/2022 6:50:19,4/26/2022 6:58:36,497,4/26/2022 6:58:37,NL,63,2,8,2242,3,3,3,5,6,9,10,8,9,8,9,2,4,5,4,2, , , , 
7,4/26/2022 6:59:46,4/26/2022 7:05:43,356,4/26/2022 7:05:43,NL,70,2,7,2343,3,3,3,3,6,9,8,7,8,6,6,5,5,4,4,4, , , , 
7,4/26/2022 7:15:59,4/26/2022 7:25:06,546,4/26/2022 7:25:06,NL,60,2,7,8925,3,3,3,4,6,9,9,9,9,7,7,7,4,4,4,5, , , , 
7,4/26/2022 7:27:37,4/26/2022 7:34:23,405,4/26/2022 7:34:23,NL,49,2,7,5046,4,5,5,4,8,10,10,10,10,10,10,10,5,4,4,4, , , , 
7,4/26/2022 7:18:57,4/26/2022 7:40:59,1322,4/26/2022 7:40:59,NL,84,1,8,1218,5,3,3,5,6,9,7,7,8,6,8,6,5,4,3,4, , , , 
7,4/26/2022 7:41:58,4/26/2022 7:46:48,290,4/26/2022 7:46:48,NL,28,2,8,4331,5,5,3,5,8,7,8,7,9,5,6,4,3,5,5,5, , , , 
7,4/26/2022 7:45:30,4/26/2022 7:52:48,437,4/26/2022 7:52:48,NL,48,1,3,7844,5,4,5,3,8,7,8,8,8,7,7,5,2,4,3,3, , , , 
7,4/26/2022 7:39:23,4/26/2022 7:56:34,1030,4/26/2022 7:56:34,NL,63,2,3,7531,3,4,5,4,7,8,7,8,10,9,9,6,5,4,4,4, , , , 
7,4/26/2022 8:09:21,4/26/2022 8:15:50,389,4/26/2022 8:15:51,NL,63,2,7,1742,5,3, ,4,6,6,7,5,7,7,8,7,3,4,4,4, , , , 
7,4/26/2022 8:22:24,4/26/2022 8:25:46,202,4/26/2022 8:25:47,NL,46,2,8,2171,5,3,3,5,6,8,8,8,8,8,8,2,4,4,5,5, , , , 
7,4/26/2022 8:21:57,4/26/2022 8:32:36,639,4/26/2022 8:32:36,NL,67,2,7,2382,5,5,5,4,7,6,6,5,7,5,5,5,2,3,3,3, , , , 
7,4/26/2022 8:23:08,4/26/2022 8:39:51,1002,4/26/2022 8:39:51,NL,76,1,7,5431,4,5,5,4,7,8,6,6,8,6,6,6,3,5,3,4, , , , 
7,4/26/2022 8:36:19,4/26/2022 8:45:26,547,4/26/2022 8:45:26,NL,55,2,7,1016,4,4,5,4,7,8,9,9,8,5,8,5,5,3,3,1, , , , 
7,4/26/2022 8:54:52,4/26/2022 9:01:19,386,4/26/2022 9:01:19,NL,56,2,4,2215,3,4,4,3,3,9,9,1,1,9,1,5,4,4,4,4, , , , 
7,4/26/2022 8:54:26,4/26/2022 9:05:40,674,4/26/2022 9:05:41,NL,68,2,8,6822,5,5,3,4,8,10,7,10,7,8,8,5,5,4,5,4, , , , 
7,4/26/2022 9:54:57,4/26/2022 10:01:28,390,4/26/2022 10:01:29,NL,68,2,7,4731,3,3,3,2,7,8,10,10,10,9,10,7,5,4,2,2, , , , 
7,4/26/2022 12:07:26,4/26/2022 12:15:53,506,4/26/2022 12:15:53,NL,76,2,5,6651,5,5,5,4,8,6,7,7,8,7,8,6,3,4,4,4, , , , 
7,4/26/2022 12:17:21,4/26/2022 12:51:53,2072,4/26/2022 12:51:53,NL,73,1,8,1181,4,5,5,3,8, , , , , , , , ,4,4,3, , , , 
7,4/26/2022 8:46:08,4/26/2022 12:53:28,14839,4/26/2022 12:53:28,NL,61,1,4,1251,4,5,5,4,7,8,8,8,8,7,8,8,2,3,4,3, , , , 
7,4/26/2022 12:48:34,4/26/2022 13:22:57,2062,4/26/2022 13:22:57,NL,54,2,7,3886,3,3,3,5,6,10,10,10,10,8,8,8,5,5,5,3, , , , 
7,4/26/2022 13:13:44,4/26/2022 13:23:11,566,4/26/2022 13:23:11,NL,71,1,7,6883,5,5,5,5,7,10,10,9,10,7,7,5,3,3,3,2, , , , 
7,4/26/2022 21:34:09,4/26/2022 21:45:21,671,4/26/2022 21:45:21,NL,63,1,10,3151,3,3,3, ,6, , , , , , , , , , , , , , , 
7,4/27/2022 2:46:37,4/27/2022 2:56:42,604,4/27/2022 2:56:42,NL,68,1,4,4841,5,3,3,4,6,8,8,8,8,8,8,8,3,4,4,4, , , , 
7,4/27/2022 3:21:11,4/27/2022 3:28:12,420,4/27/2022 3:28:12,NL,68,2,7,1079,3,3,3,5,7,10,10,10,10,10,10,1,5,5,5,5, , , , 
7,4/27/2022 3:25:09,4/27/2022 3:31:47,398,4/27/2022 3:31:47,NL,67,2,8,1014,5,5,3,5,8,8,9,8,9,7,10,2,5,4,5,3, , , , 
7,4/27/2022 11:13:15,4/27/2022 11:21:41,506,4/27/2022 11:21:41,NL,73,1,8,2286,5,3,3,4,6,9,9, , ,8, , ,4,5,5,3, , , , 
7,4/26/2022 12:16:41,4/27/2022 11:58:58,85336,4/27/2022 11:58:58,NL, ,1,3,6031,4,1,3,3,1,8, , ,8, , ,10,4,5,4,3, , , , 
7,4/27/2022 23:05:53,4/27/2022 23:08:42,169,4/27/2022 23:08:42,NL,42,1,8,4882,5,3,3,4,3,6,6,6,5,5,5,3,3,5,5,4, , , , 
7,4/28/2022 0:35:16,4/28/2022 0:43:38,501,4/28/2022 0:43:39,NL,59,3,8,4101,5,5,3,5,8,5,5,5,5,8,7,7,3,2,3,3, , , , 
7,4/28/2022 2:05:37,4/28/2022 2:17:13,695,4/28/2022 2:17:13,NL,65,1,8,2900,5,5,5,3,7, , , , , , , , ,4,3,4, , , , 
7,4/28/2022 2:29:02,4/28/2022 2:36:29,446,4/28/2022 2:36:29,NL,75,2,7,1141,4,3,3,3,8,9,8,9,8,8,10,7,5,5,4,5, , , , 
7,4/28/2022 5:35:32,4/28/2022 5:48:31,778,4/28/2022 5:48:31,NL,64,2,7,1562,4,5,5,4,7,7,6,6,8,7,6,6,3,4,4,4, , , , 
7,4/28/2022 13:53:12,4/28/2022 14:21:49,1717,4/28/2022 14:21:49,NL,77,1,3,1973,5,3,3,4,8,10,8,9,10,9,9,7,5,5,5,5, , , , 
7,4/28/2022 14:39:14,4/28/2022 14:47:47,512,4/28/2022 14:47:47,NL,34,2,8,1561,5,3,3,3,8,8,5,5,8,7,5,5,4,5,4,4, , , , 
7,4/29/2022 0:58:07,4/29/2022 1:07:15,547,4/29/2022 1:07:15,NL,64,2,8, ,4,3,3,4,8,7,7,6,6,7,8,6,2,4,4,4, , , , 
7,4/29/2022 2:47:18,4/29/2022 2:54:06,407,4/29/2022 2:54:06,NL,73,2,7,4005,4,5,3,4,8,8,8,8,8,8,8,7,4,4,4,3, , , , 
7,4/29/2022 3:52:02,4/29/2022 3:56:55,292,4/29/2022 3:56:55,NL,23,2,8,2727,3,3,3,4,6,7,10,9,8,5,7,2,5,4,4,3, , , , 
7,4/29/2022 5:35:35,4/29/2022 5:41:00,325,4/29/2022 5:41:01,NL,60,4,8,2403,5,5,5,3,8,8,1,8,8,7,7,7,3,4,4,4, , , , 
7,4/29/2022 5:59:40,4/29/2022 6:10:24,643,4/29/2022 6:10:24,NL,61,1,6,5216,4,5,3,3,8,9,9,9,9,9,9,7,4,4,4,4, , , , 
7,4/30/2022 0:07:32,4/30/2022 0:12:28,295,4/30/2022 0:12:28,NL,52,1,7,3231,4,4,5,4,8,6, , ,7,6,6,4,2,4,4,4, , , , 
7,5/2/2022 2:01:36,5/2/2022 2:09:35,479,5/2/2022 2:09:36,NL,66,2,7,1509,4,5,5,4,7,9,9,8,9,9,9,4,4,4,4,3, , , , 
7,5/2/2022 2:17:23,5/2/2022 2:25:51,508,5/2/2022 2:25:51,NL,65,2,3,4337,1,3,4,3,3, , , , ,5, , , ,5,4,4, , , , 
